Numero CAS;NOM SA;CLASSEMENT RÉFÉRENCE;CLASSEMENT DATE;CLASSEMENT CATÉGORIE DANGER;CLASSEMENT CODE H;CLASSEMENT MENTION DANGER;FACTEUR M VALEUR;FACTEUR M ORIGINE;FACTEUR M DATE
103361-09-7;flumioxazine;Règlement (UE) N°2021/849 (17e ATP au Règlement 1272/2008);11/03/2021;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;H400;Très toxique pour les organismes aquatiques;1000;UE;11/03/2021
103361-09-7;flumioxazine;Règlement (UE) N°2021/849 (17e ATP au Règlement 1272/2008);11/03/2021;Toxicité pour la reproduction, catégorie 2(d);H361d;Susceptible de nuire au foetus;;;
239110-15-7 ;fluopicolide;Règlement (UE) N°2022/692 (18e ATP au Règlement 1272/2008);16/02/2022;Toxicité pour la reproduction, catégorie 2(d);H361d;Susceptible de nuire au foetus;;;
658066-35-4;fluopyram;Règlement (UE) N°2016/1179 (9e ATP au Règlement 1272/2008);19/07/2016;Dangers pour le milieu aquatique - Danger chronique, catégorie 2;H411;Toxique pour les organismes aquatiques, entraîne des effets à long terme;;UE;19/07/2016
2699-79-8;fluorure de sulfuryle;Classement adapté par l'ANSES selon les règles de traduction du règlement CLP;;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;H400;Très toxique pour les organismes aquatiques;;;
2699-79-8;fluorure de sulfuryle;Classement adapté par l'ANSES selon les règles de traduction du règlement CLP;;Toxicité spécifique pour certains organes cibles - Exposition répétée, catégorie 2;H373;Risque présumé d'effets graves pour les organes à la suite d'expositions répétées ou d'une exposition prolongée;;;
2699-79-8;fluorure de sulfuryle;Classement adapté par l'ANSES selon les règles de traduction du règlement CLP;;Toxicité aiguë (par inhalation), catégorie 3;H331;Toxique par inhalation;;;
361377-29-9;fluoxastrobine;Classement adapté par l'ANSES selon les règles de traduction du règlement CLP;;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;H410;Très toxique pour les organismes aquatiques, entraine des effets néfastes à long terme;100;ANSES;18/06/2013
361377-29-9;fluoxastrobine;Classement adapté par l'ANSES selon les règles de traduction du règlement CLP;;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;H400;Très toxique pour les organismes aquatiques;10;ANSES;18/06/2013
361377-29-9;fluoxastrobine;Classement adapté par l'ANSES selon les règles de traduction du règlement CLP;;Cancérogénicité, catégorie 2;H351;Susceptible de provoquer le cancer;;;
61213-25-0;flurochloridone;Règlement (UE) N°2020/1182 (15e ATP au Règlement 1272/2008);19/05/2020;Toxicité pour la reproduction, catégorie 1B(FD);H360FD;Peut nuire à la fertilité. Peut nuire au foetus;;;
61213-25-0;flurochloridone;Règlement (UE) N°2020/1182 (15e ATP au Règlement 1272/2008);19/05/2020;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;H410;Très toxique pour les organismes aquatiques, entraine des effets néfastes à long terme;100;;
61213-25-0;flurochloridone;Règlement (UE) N°2020/1182 (15e ATP au Règlement 1272/2008);19/05/2020;Sensibilisation cutanée, catégorie 1;H317;Peut provoquer une allergie cutanée;;;
61213-25-0;flurochloridone;Règlement (UE) N°2020/1182 (15e ATP au Règlement 1272/2008);19/05/2020;Toxicité aiguë (par voie orale), catégorie 4;H302;Nocif en cas d'ingestion;;;
61213-25-0;flurochloridone;Règlement (UE) N°2020/1182 (15e ATP au Règlement 1272/2008);19/05/2020;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;H400;Très toxique pour les organismes aquatiques;100;;
69377-81-7;fluroxypyr;Règlement (CE) N°1272/2008 (ATP 0);16/12/2008;Dangers pour le milieu aquatique - Danger chronique, catégorie 3;H412;Nocif pour les organismes aquatiques, entraine des effets néfastes à long terme;;;
81406-37-3;fluroxypyr : methylheptyl ester;Règlement (CE) N°1272/2008 (ATP 0);16/12/2008;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;H410;Très toxique pour les organismes aquatiques, entraine des effets néfastes à long terme;10;ANSES;18/02/2014
81406-37-3;fluroxypyr : methylheptyl ester;Règlement (CE) N°1272/2008 (ATP 0);16/12/2008;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;H400;Très toxique pour les organismes aquatiques;10;ANSES;18/02/2014
958647-10-4;Flutianil;Règlement (UE) N°2018/1480,  13e adaptation au progrès technique, Règlement (CE) N°1272/2008 (ATP 13);04/10/2018;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;H400;Très toxique pour les organismes aquatiques;100;UE;22/09/2021
958647-10-4;Flutianil;Règlement (UE) N°2018/1480,  13e adaptation au progrès technique, Règlement (CE) N°1272/2008 (ATP 13);04/10/2018;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;H410;Très toxique pour les organismes aquatiques, entraine des effets néfastes à long terme;100;UE;22/09/2021
66332-96-5;flutolanil;Classement adapté par l'ANSES selon les règles de traduction du règlement CLP;;Dangers pour le milieu aquatique - Danger chronique, catégorie 2;H411;Toxique pour les organismes aquatiques, entraîne des effets à long terme;;;
907204-31-3;fluxapyroxad;Règlement (UE) N°2020/1182 (15e ATP au Règlement 1272/2008);19/05/2020;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;H400;Très toxique pour les organismes aquatiques;1;UE;19/05/2020
907204-31-3;fluxapyroxad;Règlement (UE) N°2020/1182 (15e ATP au Règlement 1272/2008);19/05/2020;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;H410;Très toxique pour les organismes aquatiques, entraine des effets néfastes à long terme;1;UE;19/05/2020
907204-31-3;fluxapyroxad;Règlement (UE) N°2020/1182 (15e ATP au Règlement 1272/2008);19/05/2020;Effet sur ou via la lactation, catégorie Lacta.;H362;Peut être nocif pour les bébés nourris au lait maternel;;;
133-07-3;folpel;Règlement (UE) N°790/2009 (1e ATP au Règlement 1272/2008);10/08/2009;Cancérogénicité, catégorie 2;H351;Susceptible de provoquer le cancer;;;
133-07-3;folpel;Règlement (UE) N°790/2009 (1e ATP au Règlement 1272/2008);10/08/2009;Toxicité aiguë (par inhalation), catégorie 4;H332;Nocif par inhalation;;;
133-07-3;folpel;Règlement (UE) N°790/2009 (1e ATP au Règlement 1272/2008);10/08/2009;Sensibilisation cutanée, catégorie 1;H317;Peut provoquer une allergie cutanée;;;
133-07-3;folpel;Règlement (UE) N°790/2009 (1e ATP au Règlement 1272/2008);10/08/2009;Irritation oculaire, catégorie 2;H319;Provoque une sévère irritation des yeux;;;
133-07-3;folpel;Règlement (UE) N°790/2009 (1e ATP au Règlement 1272/2008);10/08/2009;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;H400;Très toxique pour les organismes aquatiques;10;UE;10/08/2009
173159-57-4;foramsulfuron;Règlement (UE) N° 2024/197, 21ème adaptation au progrès technique, Règlement (CE) N° 1272/2008 (ATP 21);19/10/2023;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;H410;Très toxique pour les organismes aquatiques, entraine des effets néfastes à long terme;100;UE;19/10/2023
173159-57-4;foramsulfuron;Règlement (UE) N° 2024/197, 21ème adaptation au progrès technique, Règlement (CE) N° 1272/2008 (ATP 21);19/10/2023;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;H400;Très toxique pour les organismes aquatiques;1000;UE;19/10/2023
173159-57-4;foramsulfuron;Règlement (UE) N° 2024/197, 21ème adaptation au progrès technique, Règlement (CE) N° 1272/2008 (ATP 21);19/10/2023;Cancérogénicité, catégorie 2;H351;Susceptible de provoquer le cancer;;;
68157-60-8;forchlorfenuron;Règlement (UE) N°790/2009 (1e ATP au Règlement 1272/2008);10/08/2009;Cancérogénicité, catégorie 2;H351;Susceptible de provoquer le cancer;;;
68157-60-8;forchlorfenuron;Règlement (UE) N°790/2009 (1e ATP au Règlement 1272/2008);10/08/2009;Dangers pour le milieu aquatique - Danger chronique, catégorie 2;H411;Toxique pour les organismes aquatiques, entraîne des effets à long terme;;;
23422-53-9;formetanate;Règlement (CE) N°1272/2008 (ATP 0);16/12/2008;Toxicité aiguë (par voie orale), catégorie 2;H300;Mortel en cas d'ingestion;;;
23422-53-9;formetanate;Règlement (CE) N°1272/2008 (ATP 0);16/12/2008;Toxicité aiguë (par inhalation), catégorie 2;H330;Mortel par inhalation;;;
23422-53-9;formetanate;Règlement (CE) N°1272/2008 (ATP 0);16/12/2008;Sensibilisation cutanée, catégorie 1;H317;Peut provoquer une allergie cutanée;;;
23422-53-9;formetanate;Règlement (CE) N°1272/2008 (ATP 0);16/12/2008;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;H410;Très toxique pour les organismes aquatiques, entraine des effets néfastes à long terme;10;ANSES;18/06/2015
23422-53-9;formetanate;Règlement (CE) N°1272/2008 (ATP 0);16/12/2008;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;H400;Très toxique pour les organismes aquatiques;100;ANSES;18/06/2015
39148-24-8;fosetyl-al;Règlement (UE) N°790/2009 (1e ATP au Règlement 1272/2008);10/08/2009;Lésions oculaires graves, catégorie 1;H318;Provoque des lésions oculaires graves;;;
98886-44-3;fosthiazate;Règlement (CE) N°1272/2008 (ATP 0);16/12/2008;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;H400;Très toxique pour les organismes aquatiques;;;
98886-44-3;fosthiazate;Règlement (CE) N°1272/2008 (ATP 0);16/12/2008;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;H410;Très toxique pour les organismes aquatiques, entraine des effets néfastes à long terme;;;
98886-44-3;fosthiazate;Règlement (CE) N°1272/2008 (ATP 0);16/12/2008;Sensibilisation cutanée, catégorie 1;H317;Peut provoquer une allergie cutanée;;;
98886-44-3;fosthiazate;Règlement (CE) N°1272/2008 (ATP 0);16/12/2008;Toxicité aiguë (par inhalation), catégorie 3;H331;Toxique par inhalation;;;
98886-44-3;fosthiazate;Règlement (CE) N°1272/2008 (ATP 0);16/12/2008;Toxicité aiguë (par voie cutanée), catégorie 4;H312;Nocif par contact cutané;;;
98886-44-3;fosthiazate;Règlement (CE) N°1272/2008 (ATP 0);16/12/2008;Toxicité aiguë (par voie orale), catégorie 3;H301;Toxique en cas d'ingestion;;;
76703-62-3;gamma cyhalothrine;Classement adapté par l'ANSES selon les règles de traduction du règlement CLP;24/05/2011;Toxicité aiguë (par inhalation), catégorie 2;H330;Mortel par inhalation;;;
76703-62-3;gamma cyhalothrine;Classement adapté par l'ANSES selon les règles de traduction du règlement CLP;24/05/2011;Toxicité spécifique pour certains organes cibles - Exposition répétée, catégorie 1;H372;Risque avéré d'effet graves pour les organes à la suite d'expositions répétées ou d'une exposition prolongée;;;
76703-62-3;gamma cyhalothrine;Classement adapté par l'ANSES selon les règles de traduction du règlement CLP;24/05/2011;Toxicité aiguë (par voie orale), catégorie 3;H301;Toxique en cas d'ingestion;;;
76703-62-3;gamma cyhalothrine;Classement adapté par l'ANSES selon les règles de traduction du règlement CLP;24/05/2011;Toxicité aiguë (par voie cutanée), catégorie 3;H311;Toxique par contact cutané;;;
76703-62-3;gamma cyhalothrine;Classement adapté par l'ANSES selon les règles de traduction du règlement CLP;24/05/2011;Lésions oculaires graves, catégorie 1;H318;Provoque des lésions oculaires graves;;;
76703-62-3;gamma cyhalothrine;Classement adapté par l'ANSES selon les règles de traduction du règlement CLP;24/05/2011;Sensibilisation cutanée, catégorie 1;H317;Peut provoquer une allergie cutanée;;;
8030-53-3 (mélange);gibberelline A4 A7;"	Classement adapté par l’ANSES selon les conclusions de l’EFSA";27/10/2015;Sans classement;Sans classement;Sans classement;;;
1071-83-6;glyphosate;Règlement (CE) N°1272/2008 (ATP 0);16/12/2008;Lésions oculaires graves, catégorie 1;H318;Provoque des lésions oculaires graves;;;
1071-83-6;glyphosate;Règlement (CE) N°1272/2008 (ATP 0);16/12/2008;Dangers pour le milieu aquatique - Danger chronique, catégorie 2;H411;Toxique pour les organismes aquatiques, entraîne des effets à long terme;;;
98999-15-6;Graisses de mouton;Classement adapté par l'ANSES selon les règles de traduction du règlement CLP;04/04/2023;Sans classement;Sans classement;Sans classement;;;
943831-98-9;halauxifen-methyl;Classement adapté par l'ANSES selon les règles de traduction du règlement CLP;22/03/2016;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;H400;Très toxique pour les organismes aquatiques;1000;ANSES;07/10/2014
943831-98-9;halauxifen-methyl;Classement adapté par l'ANSES selon les règles de traduction du règlement CLP;22/03/2016;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;H410;Très toxique pour les organismes aquatiques, entraine des effets néfastes à long terme;1000;ANSES;07/10/2014
100784-20-1;halosulfuron-méthyl;Règlement (UE) N°2020/217 (14e ATP au Règlement 1272/2008);04/10/2019;Toxicité pour la reproduction, catégorie 1B(D);H360D;Peut nuire au foetus;;;
100784-20-1;halosulfuron-méthyl;Règlement (UE) N°2020/217 (14e ATP au Règlement 1272/2008);04/10/2019;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;H400;Très toxique pour les organismes aquatiques;1000;ANSES;27/03/2018
100784-20-1;halosulfuron-méthyl;Règlement (UE) N°2020/217 (14e ATP au Règlement 1272/2008);04/10/2019;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;H410;Très toxique pour les organismes aquatiques, entraine des effets néfastes à long terme;1000;ANSES;27/03/2018
870721-81-6;heptamaloxyloglucan;Classement adapté par l'ANSES selon les règles de traduction du règlement CLP;17/03/2020;Sans classement;Sans classement;Sans classement;;;
78587-05-0;hexythiazox;Règlement (UE) N°2020/1182 (15e ATP au Règlement 1272/2008);19/05/2020;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;H400;Très toxique pour les organismes aquatiques;1;UE;19/05/2020
78587-05-0;hexythiazox;Règlement (UE) N°2020/1182 (15e ATP au Règlement 1272/2008);19/05/2020;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;H410;Très toxique pour les organismes aquatiques, entraine des effets néfastes à long terme;1;UE;19/05/2020
8002-13-9;huile de colza;Classement adapté par l'ANSES selon les règles de traduction du règlement CLP;23/06/2009;Sans classement;Sans classement;Sans classement;;;
8000-34-8;huile de girofle;Classement adapté par l'ANSES selon les règles de traduction du règlement CLP;26/05/2011;Irritant pour la peau, catégorie 2;H315;Provoque une irritation cutanée;;;
8000-34-8;huile de girofle;Classement adapté par l'ANSES selon les règles de traduction du règlement CLP;26/05/2011;Toxicité aiguë (par voie orale), catégorie 4;H302;Nocif en cas d'ingestion;;;
8000-34-8;huile de girofle;Classement adapté par l'ANSES selon les règles de traduction du règlement CLP;26/05/2011;Lésions oculaires graves, catégorie 1;H318;Provoque des lésions oculaires graves;;;
8000-34-8;huile de girofle;Classement adapté par l'ANSES selon les règles de traduction du règlement CLP;26/05/2011;Toxicité aiguë (par inhalation), catégorie 4;H332;Nocif par inhalation;;;
8008-79-5;huile de menthe verte;Classement adapté par l'ANSES selon les règles de traduction du règlement CLP;28/09/2010;Sensibilisation cutanée, catégorie 1;H317;Peut provoquer une allergie cutanée;;;
8008-79-5;huile de menthe verte;Classement adapté par l'ANSES selon les règles de traduction du règlement CLP;28/09/2010;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;H410;Très toxique pour les organismes aquatiques, entraine des effets néfastes à long terme;;;
8008-79-5;huile de menthe verte;Classement adapté par l'ANSES selon les règles de traduction du règlement CLP;28/09/2010;Danger par aspiration, catégorie 1;H304;Peut être mortel en cas d'ingestion et de pénétration dans les voies respiratoires;;;
8008-79-5;huile de menthe verte;Classement adapté par l'ANSES selon les règles de traduction du règlement CLP;28/09/2010;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;H400;Très toxique pour les organismes aquatiques;;;
64742-46-7;huile de paraffine (CAS 64742-46-7);Règlement (CE) N°1272/2008 (ATP 0);16/12/2008;Sans classement;Sans classement;Sans classement;;;
72623-86-0;huile de paraffine (CAS 72623-86-0);Règlement (CE) N°1272/2008 (ATP 0);16/12/2008;Sans classement;Sans classement;Sans classement;;;
covered by 8042-47-5;huile de paraffine (CAS 8042-47-5);;27/06/2023;Danger par aspiration, catégorie 1;H304;Peut être mortel en cas d'ingestion et de pénétration dans les voies respiratoires;;;
97862-82-3;huile de paraffine (CAS 97862-82-3;Règlement (CE) N°1272/2008 (ATP 0);16/12/2008;Sans classement;Sans classement;Sans classement;;;
100085-40-3;Huile de poisson;Classement adapté par l'ANSES selon les règles de traduction du règlement CLP;04/04/2023;Sans classement;Sans classement;Sans classement;;;
8028-48-6 (orange oil);huile essentielle d'orange;;21/11/2023;Danger par aspiration, catégorie 1;H304;Peut être mortel en cas d'ingestion et de pénétration dans les voies respiratoires;;;
